?source_wdx	?sourceName	?traitCategory	?traitLabel	?tryDataVal	?unit	?unitComment
<http://www.wikidata.org/entity/Q7371296>	"Roupala montana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.91	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7371296>	"Roupala montana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf phosphorus content"	"Leaf phosphorus content per dry mass (Pmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.05	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7404910>	"Salix pulchra"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.2	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q74174>	"Viola riviniana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.23	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q742866>	"Andromeda polifolia"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.34	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q742866>	"Andromeda polifolia"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	77.46507	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"SLA cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7430174>	"Scaphyglottis longicaulis"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.35	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7431584>	"Schizolobium amazonicum"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	58.82353	<http://qudt.org/vocab/unit/M2-PER-KiloGM>	"m2/kg"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7431584>	"Schizolobium amazonicum"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	50.0	<http://qudt.org/vocab/unit/M2-PER-KiloGM>	"m2/kg"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q743883>	"Polypodium vulgare"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.722	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q743883>	"Polypodium vulgare"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.369	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7456364>	"Setaria sphacelata"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.13	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q748888>	"Pinus radiata"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	0.016	<http://qudt.org/vocab/unit/M2-PER-GM>	"m2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q752675>	"Heracleum sphondylium"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	3.019344	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7557960>	"Solidago nemoralis"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	20.68135	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7557960>	"Solidago nemoralis"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: petiole  excluded"^^<http://www.w3.org/2001/XMLSchema#string>	152.04	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q759430>	"Artocarpus lacucha"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.99	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q762435>	"Acer spicatum"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded (1)"^^<http://www.w3.org/2001/XMLSchema#string>	0.04640602	<http://qudt.org/vocab/unit/M2-PER-GM>	"m2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q762435>	"Acer spicatum"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded (1)"^^<http://www.w3.org/2001/XMLSchema#string>	0.0314898	<http://qudt.org/vocab/unit/M2-PER-GM>	"m2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7625599>	"Stryphnodendron adstringens"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.18	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7625599>	"Stryphnodendron adstringens"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf phosphorus content"	"Leaf phosphorus content per dry mass (Pmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.06	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7625599>	"Stryphnodendron adstringens"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf phosphorus content"	"Leaf phosphorus content per dry mass (Pmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.06428571	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7625599>	"Stryphnodendron adstringens"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf phosphorus content"	"Leaf phosphorus content per dry mass (Pmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.057	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q764525>	"Nyctanthes arbor-tristis"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.7	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q766281>	"Pedicularis lapponica"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	225.2661	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"SLA cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7664004>	"Syzygium suborbiculare"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf phosphorus content"	"Leaf phosphorus content per dry mass (Pmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.063	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q768222>	"Bistorta vivipara"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	186.1978	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"SLA cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q768222>	"Bistorta vivipara"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	187.1	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"SLA cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7684678>	"Tapirira guianensis"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf phosphorus content"	"Leaf phosphorus content per dry mass (Pmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.08810001	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	3.1	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.06	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	44.2	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	32.0	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	31.0	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	24.9	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	20.6	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	18.5	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	4.42	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	3.2	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.85	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.886667	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.655	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.62	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.316667	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.603333	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.43	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q76971>	"Betula papyrifera"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.41	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7702777>	"Terminalia sericea"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.8	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q775529>	"Drimys winteri"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.61	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q775529>	"Drimys winteri"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.08	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q776583>	"Campanula trachelium"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.993286	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q776583>	"Campanula trachelium"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.978408	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q776583>	"Campanula trachelium"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.418708	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q776583>	"Campanula trachelium"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.174931	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7800526>	"Tibouchina pulchra"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.15	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7802432>	"Tillandsia anceps"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.43	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q784070>	"Phillyrea latifolia"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.78	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7843315>	"Triplaris americana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.6	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q790170>	"Campanula persicifolia"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.165059	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7920245>	"Ventilago viminalis"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.501	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7933079>	"Viola pedatifida"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	36.09541	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7933079>	"Viola pedatifida"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: petiole  excluded"^^<http://www.w3.org/2001/XMLSchema#string>	356.14	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7934853>	"Virola calophylla"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.71	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q793676>	"Ulex gallii"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf phosphorus content"	"Leaf phosphorus content per dry mass (Pmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.167	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q794305>	"Conyza canadensis"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf phosphorus content"	"Leaf phosphorus content per dry mass (Pmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.39	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q794969>	"Spondias mombin"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.2	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q794969>	"Spondias mombin"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf phosphorus content"	"Leaf phosphorus content per dry mass (Pmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.0113745	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q7986892>	"Trichosalpinx orbicularis"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.95	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q8045461>	"Xylomelum pyriforme"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.8680144	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q804885>	"Hypericum balearicum"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.45	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q806838>	"Pinus banksiana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.99	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q806838>	"Pinus banksiana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.01	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q806838>	"Pinus banksiana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.24	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q806838>	"Pinus banksiana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.34	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q806838>	"Pinus banksiana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.84	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q806838>	"Pinus banksiana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	3.06	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q806838>	"Pinus banksiana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	23.4	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q806838>	"Pinus banksiana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	28.4	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q806838>	"Pinus banksiana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	30.6	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
