?structure_inchikey	?wd_chem	?source_wdx	?sourceName
"DTOSIQBPPRVQHS-IUQGRGSQSA-N"	<http://www.wikidata.org/entity/Q27286664>	<http://www.wikidata.org/entity/Q1002550>	"Calodendrum capense"^^<http://www.w3.org/2001/XMLSchema#string>
"DTOSIQBPPRVQHS-PDBXOOCHSA-N"	<http://www.wikidata.org/entity/Q256502>	<http://www.wikidata.org/entity/Q1002550>	"Calodendrum capense"^^<http://www.w3.org/2001/XMLSchema#string>
"IPCSVZSSVZVIGE-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q209727>	<http://www.wikidata.org/entity/Q1002550>	"Calodendrum capense"^^<http://www.w3.org/2001/XMLSchema#string>
"OYHQOLUKZRVURQ-HZJYTTRNSA-N"	<http://www.wikidata.org/entity/Q407426>	<http://www.wikidata.org/entity/Q1002550>	"Calodendrum capense"^^<http://www.w3.org/2001/XMLSchema#string>
"QIQXTHQIDYTFRH-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q209685>	<http://www.wikidata.org/entity/Q1002550>	"Calodendrum capense"^^<http://www.w3.org/2001/XMLSchema#string>
"RCGHAGIMQPCIRT-MYZSUADSSA-N"	<http://www.wikidata.org/entity/Q104399942>	<http://www.wikidata.org/entity/Q1002550>	"Calodendrum capense"^^<http://www.w3.org/2001/XMLSchema#string>
"RCGHAGIMQPCIRT-CTHBEMJXSA-N"	<http://www.wikidata.org/entity/Q105233629>	<http://www.wikidata.org/entity/Q1002550>	"Calodendrum capense"^^<http://www.w3.org/2001/XMLSchema#string>
"ZQPPMHVWECSIRJ-KTKRTIGZSA-N"	<http://www.wikidata.org/entity/Q207688>	<http://www.wikidata.org/entity/Q1002550>	"Calodendrum capense"^^<http://www.w3.org/2001/XMLSchema#string>
"UKMSUNONTOPOIO-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q422590>	<http://www.wikidata.org/entity/Q1002550>	"Calodendrum capense"^^<http://www.w3.org/2001/XMLSchema#string>
"TUNFSRHWOTWDNC-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q422658>	<http://www.wikidata.org/entity/Q1002550>	"Calodendrum capense"^^<http://www.w3.org/2001/XMLSchema#string>
"VKOBVWXKNCXXDE-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q409608>	<http://www.wikidata.org/entity/Q1002550>	"Calodendrum capense"^^<http://www.w3.org/2001/XMLSchema#string>
"FSLPMRQHCOLESF-SFMCKYFRSA-N"	<http://www.wikidata.org/entity/Q2501558>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"HCXVJBMSMIARIN-PHZDYDNGSA-N"	<http://www.wikidata.org/entity/Q425004>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"CIYLTHWUJCCASO-APACUCGBSA-N"	<http://www.wikidata.org/entity/Q104960663>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"ALMDXDJFNMSYBR-XWYNBPJESA-N"	<http://www.wikidata.org/entity/Q104914200>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"ASSKVPFEZFQQNQ-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q27258173>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"COVOPZQGJGUPEY-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q27132689>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"CNNRPFQICPFDPO-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q3631024>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"FBSKJMQYURKNSU-SHHXCPTCSA-N"	<http://www.wikidata.org/entity/Q104992911>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"FBSKJMQYURKNSU-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q104665494>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"FBSKJMQYURKNSU-ZLSOWSIRSA-N"	<http://www.wikidata.org/entity/Q411426>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"FIAAVMJLAGNUKW-PSCXIDSDSA-N"	<http://www.wikidata.org/entity/Q104246935>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"FVWJYYTZTCVBKE-ROUWMTJPSA-N"	<http://www.wikidata.org/entity/Q419726>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"HIFLTWHGASFARX-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105028822>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"HVYWMOMLDIMFJA-DPAQBDIFSA-N"	<http://www.wikidata.org/entity/Q43656>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"MMDUKUSNQNWVET-KXVPWDFFSA-N"	<http://www.wikidata.org/entity/Q104251512>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"MQYXUWHLBZFQQO-QGTGJCAVSA-N"	<http://www.wikidata.org/entity/Q409366>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"KZJWDPNRJALLNS-VJSFXXLFSA-N"	<http://www.wikidata.org/entity/Q121802>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"MIJYXULNPSFWEK-GTOFXWBISA-N"	<http://www.wikidata.org/entity/Q418628>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"KARNWFDIYRKBOE-BHLHHZAZSA-N"	<http://www.wikidata.org/entity/Q105137969>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"LJFYQZQUAULRDF-LSSWKVNRSA-N"	<http://www.wikidata.org/entity/Q27098380>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"MDFLZEHOINHULZ-JOVUISTQSA-N"	<http://www.wikidata.org/entity/Q105161687>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"JFSHUTJDVKUMTJ-QHPUVITPSA-N"	<http://www.wikidata.org/entity/Q27108621>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"KARNWFDIYRKBOE-BHSPTIPFSA-N"	<http://www.wikidata.org/entity/Q104399719>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"MYNDNVUZUIOHDA-JGZRDRAOSA-N"	<http://www.wikidata.org/entity/Q105175044>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"KNVLNWLGXNQJNJ-MGXJDOAZSA-N"	<http://www.wikidata.org/entity/Q105143607>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"JBFOLLJCGUCDQP-ZFORQUDYSA-N"	<http://www.wikidata.org/entity/Q72443569>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"PQQRNPDHSJDAGV-HQSXISOASA-N"	<http://www.wikidata.org/entity/Q27135222>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"OWIYIDLFNMCIFO-HGTLEYCVSA-N"	<http://www.wikidata.org/entity/Q105202033>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"SGEWCQFRYRRZDC-VPRICQMDSA-N"	<http://www.wikidata.org/entity/Q259075>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"SGNBVLSWZMBQTH-PODYLUTMSA-N"	<http://www.wikidata.org/entity/Q2756479>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"OUSLYTBGQGKTME-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105200398>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"OSELKOCHBMDKEJ-JUGJNGJRSA-N"	<http://www.wikidata.org/entity/Q15410971>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"OIRDTQYFTABQOQ-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q27165666>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"NOQYJICHFNSIFZ-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105182715>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"OIRDTQYFTABQOQ-SXVXDFOESA-N"	<http://www.wikidata.org/entity/Q105192710>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"OUSLYTBGQGKTME-TWTZXXGESA-N"	<http://www.wikidata.org/entity/Q27132715>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"QZVLTTWIHASKNB-QKXBAMJDSA-N"	<http://www.wikidata.org/entity/Q105232410>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"SKWZAUHMKBQODM-LNMURLNHSA-N"	<http://www.wikidata.org/entity/Q105255091>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"NPJICTMALKLTFW-OFUAXYCQSA-N"	<http://www.wikidata.org/entity/Q15410900>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"OIRDTQYFTABQOQ-KQYNXXCUSA-N"	<http://www.wikidata.org/entity/Q190012>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"NOQYJICHFNSIFZ-LARJDALCSA-N"	<http://www.wikidata.org/entity/Q105182714>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"PQQRNPDHSJDAGV-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q104195249>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"PYQSUTLVBSTCSK-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105216729>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"XIYXDPMPFOQCFW-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q83108935>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"VMQBFYRBJKDACN-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q27132690>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"VMKDFEOKUWRINT-TWTZXXGESA-N"	<http://www.wikidata.org/entity/Q125028362>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"ZMXJAEGJWHJMGX-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q27097791>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"YAYNNRVFBBEPHH-XSXAPSBVSA-N"	<http://www.wikidata.org/entity/Q104403610>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"WEKCEGQSIIQPAQ-IRBNZIFYSA-N"	<http://www.wikidata.org/entity/Q27103792>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"WCGUUGGRBIKTOS-GPOJBZKASA-N"	<http://www.wikidata.org/entity/Q416260>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"WHIYEEOTOKLQHR-IUPWCWCHSA-N"	<http://www.wikidata.org/entity/Q105305361>	<http://www.wikidata.org/entity/Q1021004>	"Acanthus ilicifolius"^^<http://www.w3.org/2001/XMLSchema#string>
"GAIBLDCXCZKKJE-ACWLMNNXSA-N"	<http://www.wikidata.org/entity/Q36502089>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"CKKUBPSGUNCJFT-YLPLAOQISA-N"	<http://www.wikidata.org/entity/Q104962435>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"CNOURESJATUGPN-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q103817886>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"GMQLQHHCUFYAAO-BZXRSYGISA-N"	<http://www.wikidata.org/entity/Q105012080>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"CNOURESJATUGPN-UDEBZQQRSA-N"	<http://www.wikidata.org/entity/Q10860610>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"DFYRUELUNQRZTB-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q414754>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"FUCYIEXQVQJBKY-ZFWWWQNUSA-N"	<http://www.wikidata.org/entity/Q27089406>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"BYPOOSXJJWOKAM-QCACEGFNSA-N"	<http://www.wikidata.org/entity/Q104949676>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"GAIBLDCXCZKKJE-RXJOXMPGSA-N"	<http://www.wikidata.org/entity/Q27121450>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"HFODKTZIQVSGJO-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105027419>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"FJMSYPZPFIHYMV-XYDPQHMRSA-N"	<http://www.wikidata.org/entity/Q105105148>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"AMNQXXJPHNXOHG-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q104914764>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"DFJMIRLFDMBSHL-ZSRWWPQZSA-N"	<http://www.wikidata.org/entity/Q104977928>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"LNQCUTNLHUQZLR-OZJWLQQPSA-N"	<http://www.wikidata.org/entity/Q419014>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"MPHZATYEHALXRU-IIUUNOAPSA-N"	<http://www.wikidata.org/entity/Q105169532>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"MPHZATYEHALXRU-OIQPTKKYSA-N"	<http://www.wikidata.org/entity/Q105169533>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"LCUTYJNSPXSBGY-DIUNLABYSA-N"	<http://www.wikidata.org/entity/Q105149997>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"LCUTYJNSPXSBGY-SLXBCEBGSA-N"	<http://www.wikidata.org/entity/Q105149998>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"ITYNGVSTWVVPIC-NSIINPIOSA-N"	<http://www.wikidata.org/entity/Q104249395>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"LZLGHWHSUZVUFZ-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105159973>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"LNQCUTNLHUQZLR-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q104888854>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"HPXBHNJUFLRDDJ-JQBJLZMBSA-N"	<http://www.wikidata.org/entity/Q105031966>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"KVTCHSWVSFQOTP-YFPNSAJKSA-N"	<http://www.wikidata.org/entity/Q104391606>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"KVTCHSWVSFQOTP-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q104390240>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"KVTCHSWVSFQOTP-PSXUXZKFSA-N"	<http://www.wikidata.org/entity/Q105146709>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"JELCKWIUSSGOOT-ZTEXOHLCSA-N"	<http://www.wikidata.org/entity/Q105126179>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"JELCKWIUSSGOOT-IAYTXOLSSA-N"	<http://www.wikidata.org/entity/Q105126175>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"PWIUYVBRAXUOPC-KLFPXUKVSA-N"	<http://www.wikidata.org/entity/Q105215861>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"SBWPODCMBUGMQH-CHUQIGQNSA-N"	<http://www.wikidata.org/entity/Q105249753>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"SBWPODCMBUGMQH-OZZLITCASA-N"	<http://www.wikidata.org/entity/Q105249754>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"NPJICTMALKLTFW-OFUAXYCQSA-N"	<http://www.wikidata.org/entity/Q15410900>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"RFQSRLURKANOJQ-YTCRFLRUSA-N"	<http://www.wikidata.org/entity/Q105235545>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"RISXUTCDCPHJFQ-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q27155343>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"OBBCRPUNCUPUOS-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q3517006>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"PVAXXNQZUKLXER-XPCLEANISA-N"	<http://www.wikidata.org/entity/Q105215372>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"PYFBBLOEUMAUFE-FNYIKGKTSA-N"	<http://www.wikidata.org/entity/Q105216560>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"RHGTXJLTQOSXCQ-ITPBYPFNSA-N"	<http://www.wikidata.org/entity/Q105236347>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"PWIUYVBRAXUOPC-YIRAOQAWSA-N"	<http://www.wikidata.org/entity/Q105215864>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"NPNUFJAVOOONJE-GFUGXAQUSA-N"	<http://www.wikidata.org/entity/Q421614>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"OKJNXNRPQNRJBB-FMEMFQLLSA-N"	<http://www.wikidata.org/entity/Q105193593>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"PHEDXBVPIONUQT-RGYGYFBISA-N"	<http://www.wikidata.org/entity/Q416716>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"RHGTXJLTQOSXCQ-ZRJMHVEFSA-N"	<http://www.wikidata.org/entity/Q105236350>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"UFQLUZPWVYVJSY-PXRULUOKSA-N"	<http://www.wikidata.org/entity/Q105272029>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"UHFDAENQNSFKSB-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105272857>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"UHFDAENQNSFKSB-UAOBIYCZSA-N"	<http://www.wikidata.org/entity/Q104399645>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"WRHGORWNJGOVQY-KKUMJFAQSA-N"	<http://www.wikidata.org/entity/Q27132468>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"WRHGORWNJGOVQY-RBSFLKMASA-N"	<http://www.wikidata.org/entity/Q27132466>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"TUGWPJJTQNLKCL-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q2481557>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"UYSHRHKOHCLBCE-JRFMIZDWSA-N"	<http://www.wikidata.org/entity/Q105281902>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"UYSHRHKOHCLBCE-GWDIXGDLSA-N"	<http://www.wikidata.org/entity/Q105281898>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"UYSHRHKOHCLBCE-CKGIXHMVSA-N"	<http://www.wikidata.org/entity/Q105281895>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"XVNKSNSGLVWSFS-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105343004>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"XVFORSWJIMCHND-ADWNQYOQSA-N"	<http://www.wikidata.org/entity/Q105342849>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"XVFORSWJIMCHND-YLCDAWDUSA-N"	<http://www.wikidata.org/entity/Q105342853>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"XVFORSWJIMCHND-MYCBEMGISA-N"	<http://www.wikidata.org/entity/Q104398676>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"XVFORSWJIMCHND-HWEIDYSJSA-N"	<http://www.wikidata.org/entity/Q105342852>	<http://www.wikidata.org/entity/Q1023515>	"Iris tectorum"^^<http://www.w3.org/2001/XMLSchema#string>
"FYNSEZWOBGHZMX-NONVESTASA-N"	<http://www.wikidata.org/entity/Q105004599>	<http://www.wikidata.org/entity/Q1023668>	"Camellia reticulata"^^<http://www.w3.org/2001/XMLSchema#string>
"ATLFRUTZDSDIAX-KPEFNOCHSA-N"	<http://www.wikidata.org/entity/Q104918502>	<http://www.wikidata.org/entity/Q1023668>	"Camellia reticulata"^^<http://www.w3.org/2001/XMLSchema#string>
"BDSBDFMORMRKJV-CRUVEKOYSA-N"	<http://www.wikidata.org/entity/Q104924651>	<http://www.wikidata.org/entity/Q1023668>	"Camellia reticulata"^^<http://www.w3.org/2001/XMLSchema#string>
"CNNXMGXBAZQZDE-HHMSBIESSA-N"	<http://www.wikidata.org/entity/Q27268953>	<http://www.wikidata.org/entity/Q1023668>	"Camellia reticulata"^^<http://www.w3.org/2001/XMLSchema#string>
"CXQWRCVTCMQVQX-LSDHHAIUSA-N"	<http://www.wikidata.org/entity/Q412191>	<http://www.wikidata.org/entity/Q1023668>	"Camellia reticulata"^^<http://www.w3.org/2001/XMLSchema#string>
"HBHVCPGEAYWNOG-MPRHSVQHSA-N"	<http://www.wikidata.org/entity/Q105025301>	<http://www.wikidata.org/entity/Q1023668>	"Camellia reticulata"^^<http://www.w3.org/2001/XMLSchema#string>
"MOJZMWJRUKIQGL-POEQRLLMSA-N"	<http://www.wikidata.org/entity/Q105168954>	<http://www.wikidata.org/entity/Q1023668>	"Camellia reticulata"^^<http://www.w3.org/2001/XMLSchema#string>
"MOJZMWJRUKIQGL-XILRTYJMSA-N"	<http://www.wikidata.org/entity/Q7247556>	<http://www.wikidata.org/entity/Q1023668>	"Camellia reticulata"^^<http://www.w3.org/2001/XMLSchema#string>
"JYXSWDCPHRTYGU-RVCYDTIBSA-N"	<http://www.wikidata.org/entity/Q27137238>	<http://www.wikidata.org/entity/Q1023668>	"Camellia reticulata"^^<http://www.w3.org/2001/XMLSchema#string>
"JPUKWEQWGBDDQB-QSOFNFLRSA-N"	<http://www.wikidata.org/entity/Q4811191>	<http://www.wikidata.org/entity/Q1023668>	"Camellia reticulata"^^<http://www.w3.org/2001/XMLSchema#string>
