?structure_inchikey	?wd_chem	?source_wdx	?sourceName
"FLIACVVOZYBSBS-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q16676086>	<http://www.wikidata.org/entity/Q33482>	"Platycladus orientalis"^^<http://www.w3.org/2001/XMLSchema#string>
"FLLLEVXQNGRTCK-RMOHBAFUSA-N"	<http://www.wikidata.org/entity/Q104997217>	<http://www.wikidata.org/entity/Q3266951>	"Handroanthus impetiginosus"^^<http://www.w3.org/2001/XMLSchema#string>
"FLWJMCQMFYULRV-CDBYDPPHSA-N"	<http://www.wikidata.org/entity/Q104997567>	<http://www.wikidata.org/entity/Q5834163>	"Entandrophragma angolense"^^<http://www.w3.org/2001/XMLSchema#string>
"FMMOOAYVCKXGMF-MURFETPASA-N"	<http://www.wikidata.org/entity/Q27104200>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FMPIEMVVEJGMCY-HPHVTGLNSA-N"	<http://www.wikidata.org/entity/Q104399313>	<http://www.wikidata.org/entity/Q2065540>	"Taxus brevifolia"^^<http://www.w3.org/2001/XMLSchema#string>
"FMQQLXJREAGPHS-OJWSHTDTSA-N"	<http://www.wikidata.org/entity/Q82955648>	<http://www.wikidata.org/entity/Q2137116>	"Eucalyptus viminalis"^^<http://www.w3.org/2001/XMLSchema#string>
"FMSFBVNDANCOGZ-TZASBNDZSA-N"	<http://www.wikidata.org/entity/Q104998024>	<http://www.wikidata.org/entity/Q1331299>	"Nauclea diderrichii"^^<http://www.w3.org/2001/XMLSchema#string>
"FNFBYOKOPYBWMY-ZETCQYMHSA-N"	<http://www.wikidata.org/entity/Q104998270>	<http://www.wikidata.org/entity/Q482510>	"Eucalyptus grandis"^^<http://www.w3.org/2001/XMLSchema#string>
"FNNZMRSRVYUVQT-AZUAARDMSA-N"	<http://www.wikidata.org/entity/Q27108386>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FNOAGICHBKKJLR-JFOHDYCDSA-N"	<http://www.wikidata.org/entity/Q104998408>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FNPXSSIBZAQOBP-OKGPKKKOSA-N"	<http://www.wikidata.org/entity/Q104998436>	<http://www.wikidata.org/entity/Q15612952>	"Cryptocarya agathophylla"^^<http://www.w3.org/2001/XMLSchema#string>
"FNSIEKLXCBZZLB-AWEZNQCLSA-N"	<http://www.wikidata.org/entity/Q104998486>	<http://www.wikidata.org/entity/Q3274110>	"Nageia nagi"^^<http://www.w3.org/2001/XMLSchema#string>
"FNSXIWZZZIJORF-CQSZACIVSA-N"	<http://www.wikidata.org/entity/Q67879812>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FNTJVYCFNVUBOL-ZUGPOPFOSA-N"	<http://www.wikidata.org/entity/Q27145499>	<http://www.wikidata.org/entity/Q162822>	"Eucalyptus camaldulensis"^^<http://www.w3.org/2001/XMLSchema#string>
"FNYRUDPDRBZKNC-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q110191067>	<http://www.wikidata.org/entity/Q33482>	"Platycladus orientalis"^^<http://www.w3.org/2001/XMLSchema#string>
"FOBXOZMHEKILEY-MUYACECFSA-N"	<http://www.wikidata.org/entity/Q104375769>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FOEBWBJOXJBODA-RRHJOLCQSA-N"	<http://www.wikidata.org/entity/Q104998726>	<http://www.wikidata.org/entity/Q2065540>	"Taxus brevifolia"^^<http://www.w3.org/2001/XMLSchema#string>
"FOWUQUQIDYYMAT-TUGUJQRKSA-N"	<http://www.wikidata.org/entity/Q104999007>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FQIWHGYDQMBKQO-GFHLGOHOSA-N"	<http://www.wikidata.org/entity/Q104999671>	<http://www.wikidata.org/entity/Q15393963>	"Jatropha mahafalensis"^^<http://www.w3.org/2001/XMLSchema#string>
"FQMZVFJYMPNUCT-YRNVUSSQSA-N"	<http://www.wikidata.org/entity/Q15726045>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FQTLCLSUCSAZDY-GOFCXVBSSA-N"	<http://www.wikidata.org/entity/Q27126989>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FQTLCLSUCSAZDY-GOFCXVBSSA-N"	<http://www.wikidata.org/entity/Q27126989>	<http://www.wikidata.org/entity/Q161360>	"Chamaecyparis lawsoniana"^^<http://www.w3.org/2001/XMLSchema#string>
"FQTQTFGYCBKCGB-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q104999871>	<http://www.wikidata.org/entity/Q1247582>	"Swietenia mahagoni"^^<http://www.w3.org/2001/XMLSchema#string>
"FQTQTFGYCBKCGB-VHIHOINPSA-N"	<http://www.wikidata.org/entity/Q104999872>	<http://www.wikidata.org/entity/Q1247582>	"Swietenia mahagoni"^^<http://www.w3.org/2001/XMLSchema#string>
"FRMCCTDTYSRUBE-BGPZULBFSA-N"	<http://www.wikidata.org/entity/Q1376658>	<http://www.wikidata.org/entity/Q15612952>	"Cryptocarya agathophylla"^^<http://www.w3.org/2001/XMLSchema#string>
"FRMCCTDTYSRUBE-BGPZULBFSA-N"	<http://www.wikidata.org/entity/Q1376658>	<http://www.wikidata.org/entity/Q162822>	"Eucalyptus camaldulensis"^^<http://www.w3.org/2001/XMLSchema#string>
"FRMCCTDTYSRUBE-BGPZULBFSA-N"	<http://www.wikidata.org/entity/Q1376658>	<http://www.wikidata.org/entity/Q482510>	"Eucalyptus grandis"^^<http://www.w3.org/2001/XMLSchema#string>
"FRMCCTDTYSRUBE-JYKNGBAOSA-N"	<http://www.wikidata.org/entity/Q104253249>	<http://www.wikidata.org/entity/Q15612952>	"Cryptocarya agathophylla"^^<http://www.w3.org/2001/XMLSchema#string>
"FRMCCTDTYSRUBE-JYKNGBAOSA-N"	<http://www.wikidata.org/entity/Q104253249>	<http://www.wikidata.org/entity/Q162822>	"Eucalyptus camaldulensis"^^<http://www.w3.org/2001/XMLSchema#string>
"FRMCCTDTYSRUBE-JYKNGBAOSA-N"	<http://www.wikidata.org/entity/Q104253249>	<http://www.wikidata.org/entity/Q482510>	"Eucalyptus grandis"^^<http://www.w3.org/2001/XMLSchema#string>
"FRNCTTUBAHKEBZ-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q72489445>	<http://www.wikidata.org/entity/Q1331299>	"Nauclea diderrichii"^^<http://www.w3.org/2001/XMLSchema#string>
"FRQQICZGMXISSV-LAMXMUIOSA-N"	<http://www.wikidata.org/entity/Q105000376>	<http://www.wikidata.org/entity/Q1247582>	"Swietenia mahagoni"^^<http://www.w3.org/2001/XMLSchema#string>
"FSBIGDSBMBYOPN-VKHMYHEASA-N"	<http://www.wikidata.org/entity/Q418408>	<http://www.wikidata.org/entity/Q675377>	"Olneya tesota"^^<http://www.w3.org/2001/XMLSchema#string>
"FSLPMRQHCOLESF-SFMCKYFRSA-N"	<http://www.wikidata.org/entity/Q2501558>	<http://www.wikidata.org/entity/Q1137143>	"Tsuga canadensis"^^<http://www.w3.org/2001/XMLSchema#string>
"FSLPMRQHCOLESF-SFMCKYFRSA-N"	<http://www.wikidata.org/entity/Q2501558>	<http://www.wikidata.org/entity/Q15388741>	"Ceriops decandra"^^<http://www.w3.org/2001/XMLSchema#string>
"FSLPMRQHCOLESF-SFMCKYFRSA-N"	<http://www.wikidata.org/entity/Q2501558>	<http://www.wikidata.org/entity/Q909828>	"Shorea robusta"^^<http://www.w3.org/2001/XMLSchema#string>
"FSLWKIHHQUNBQK-AKZLODSSSA-N"	<http://www.wikidata.org/entity/Q105000763>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FSRZGYRCMPZNJF-KHMAMNHCSA-N"	<http://www.wikidata.org/entity/Q27108624>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FSVMLWOLZHGCQX-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q125027747>	<http://www.wikidata.org/entity/Q2998198>	"Corymbia calophylla"^^<http://www.w3.org/2001/XMLSchema#string>
"FTCLBYQXOXLBJY-HZSPNIEDSA-N"	<http://www.wikidata.org/entity/Q105000978>	<http://www.wikidata.org/entity/Q234126>	"Aegle marmelos"^^<http://www.w3.org/2001/XMLSchema#string>
"FTEUSHRMTWTVTP-SNVBAGLBSA-N"	<http://www.wikidata.org/entity/Q105001015>	<http://www.wikidata.org/entity/Q36071>	"Pistacia vera"^^<http://www.w3.org/2001/XMLSchema#string>
"FTVWIRXFELQLPI-CYBMUJFWSA-N"	<http://www.wikidata.org/entity/Q27121979>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FTVWIRXFELQLPI-ZDUSSCGKSA-N"	<http://www.wikidata.org/entity/Q418374>	<http://www.wikidata.org/entity/Q12700996>	"Intsia bijuga"^^<http://www.w3.org/2001/XMLSchema#string>
"FTVWIRXFELQLPI-ZDUSSCGKSA-N"	<http://www.wikidata.org/entity/Q418374>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FTVWIRXFELQLPI-ZDUSSCGKSA-N"	<http://www.wikidata.org/entity/Q418374>	<http://www.wikidata.org/entity/Q2385259>	"Pterocarpus marsupium"^^<http://www.w3.org/2001/XMLSchema#string>
"FUCYIEXQVQJBKY-ZFWWWQNUSA-N"	<http://www.wikidata.org/entity/Q27089406>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FUCYIEXQVQJBKY-ZFWWWQNUSA-N"	<http://www.wikidata.org/entity/Q27089406>	<http://www.wikidata.org/entity/Q15612952>	"Cryptocarya agathophylla"^^<http://www.w3.org/2001/XMLSchema#string>
"FUCYIEXQVQJBKY-ZFWWWQNUSA-N"	<http://www.wikidata.org/entity/Q27089406>	<http://www.wikidata.org/entity/Q161360>	"Chamaecyparis lawsoniana"^^<http://www.w3.org/2001/XMLSchema#string>
"FUCYIEXQVQJBKY-ZFWWWQNUSA-N"	<http://www.wikidata.org/entity/Q27089406>	<http://www.wikidata.org/entity/Q36071>	"Pistacia vera"^^<http://www.w3.org/2001/XMLSchema#string>
"FURUXTVZLHCCNA-AWEZNQCLSA-N"	<http://www.wikidata.org/entity/Q6557526>	<http://www.wikidata.org/entity/Q2385259>	"Pterocarpus marsupium"^^<http://www.w3.org/2001/XMLSchema#string>
"FURUXTVZLHCCNA-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q72487544>	<http://www.wikidata.org/entity/Q2385259>	"Pterocarpus marsupium"^^<http://www.w3.org/2001/XMLSchema#string>
"FUYIIAJEXUJNFA-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q82921604>	<http://www.wikidata.org/entity/Q234126>	"Aegle marmelos"^^<http://www.w3.org/2001/XMLSchema#string>
"FVEWFIHDICYCAS-CQYDVNOOSA-N"	<http://www.wikidata.org/entity/Q105002341>	<http://www.wikidata.org/entity/Q3266951>	"Handroanthus impetiginosus"^^<http://www.w3.org/2001/XMLSchema#string>
"FVFQELHSZVFPDZ-VIFPVBQESA-N"	<http://www.wikidata.org/entity/Q72506872>	<http://www.wikidata.org/entity/Q234126>	"Aegle marmelos"^^<http://www.w3.org/2001/XMLSchema#string>
"FVQYDVAAZIXQID-AZCYGJOYSA-N"	<http://www.wikidata.org/entity/Q105002710>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
"FVQYDVAAZIXQID-DTYPFZMBSA-N"	<http://www.wikidata.org/entity/Q105002711>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
"FVWJYYTZTCVBKE-ROUWMTJPSA-N"	<http://www.wikidata.org/entity/Q419726>	<http://www.wikidata.org/entity/Q1137143>	"Tsuga canadensis"^^<http://www.w3.org/2001/XMLSchema#string>
"FVWJYYTZTCVBKE-ROUWMTJPSA-N"	<http://www.wikidata.org/entity/Q419726>	<http://www.wikidata.org/entity/Q15388741>	"Ceriops decandra"^^<http://www.w3.org/2001/XMLSchema#string>
"FVYXIJYOAGAUQK-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q5896650>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FWKDHGIXHPHDTH-VKNDTYNNSA-N"	<http://www.wikidata.org/entity/Q105003329>	<http://www.wikidata.org/entity/Q1247582>	"Swietenia mahagoni"^^<http://www.w3.org/2001/XMLSchema#string>
"FWWQKRXKHIRPJY-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q7076690>	<http://www.wikidata.org/entity/Q15612952>	"Cryptocarya agathophylla"^^<http://www.w3.org/2001/XMLSchema#string>
"FWXLARJJANLKJQ-BPNYYHPPSA-N"	<http://www.wikidata.org/entity/Q115970542>	<http://www.wikidata.org/entity/Q3274110>	"Nageia nagi"^^<http://www.w3.org/2001/XMLSchema#string>
"FWYCIOBDBCZPAC-JGARHZPYSA-N"	<http://www.wikidata.org/entity/Q115970563>	<http://www.wikidata.org/entity/Q3274110>	"Nageia nagi"^^<http://www.w3.org/2001/XMLSchema#string>
"FWYSBEAFFPBAQU-GFCCVEGCSA-N"	<http://www.wikidata.org/entity/Q27121472>	<http://www.wikidata.org/entity/Q234126>	"Aegle marmelos"^^<http://www.w3.org/2001/XMLSchema#string>
"FWYSBEAFFPBAQU-LBPRGKRZSA-N"	<http://www.wikidata.org/entity/Q13847605>	<http://www.wikidata.org/entity/Q234126>	"Aegle marmelos"^^<http://www.w3.org/2001/XMLSchema#string>
"FXCLSQHGURWPTH-ROVGKIKZSA-N"	<http://www.wikidata.org/entity/Q105003833>	<http://www.wikidata.org/entity/Q1247582>	"Swietenia mahagoni"^^<http://www.w3.org/2001/XMLSchema#string>
"FXMITKCQEXIIPZ-HCWHUNCVSA-N"	<http://www.wikidata.org/entity/Q105004026>	<http://www.wikidata.org/entity/Q83170>	"Dalbergia melanoxylon"^^<http://www.w3.org/2001/XMLSchema#string>
"FYIJLTSMNXUNLT-CXQFPWCTSA-N"	<http://www.wikidata.org/entity/Q17119299>	<http://www.wikidata.org/entity/Q2137116>	"Eucalyptus viminalis"^^<http://www.w3.org/2001/XMLSchema#string>
"FYSWOGDQLZZJNN-BEUFEYIVSA-N"	<http://www.wikidata.org/entity/Q105004698>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FYUKPQHYILWIKD-ISARSNTHSA-N"	<http://www.wikidata.org/entity/Q105004741>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FZSRMADKTOBCNT-HFJXXIIPSA-N"	<http://www.wikidata.org/entity/Q105005155>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"FZSRMADKTOBCNT-LZHQGQFHSA-N"	<http://www.wikidata.org/entity/Q105005157>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GAIBLDCXCZKKJE-ACWLMNNXSA-N"	<http://www.wikidata.org/entity/Q36502089>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GAIBLDCXCZKKJE-ACWLMNNXSA-N"	<http://www.wikidata.org/entity/Q36502089>	<http://www.wikidata.org/entity/Q33482>	"Platycladus orientalis"^^<http://www.w3.org/2001/XMLSchema#string>
"GAIBLDCXCZKKJE-RXJOXMPGSA-N"	<http://www.wikidata.org/entity/Q27121450>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GAIBLDCXCZKKJE-RXJOXMPGSA-N"	<http://www.wikidata.org/entity/Q27121450>	<http://www.wikidata.org/entity/Q33482>	"Platycladus orientalis"^^<http://www.w3.org/2001/XMLSchema#string>
"GAIBLDCXCZKKJE-RXJOXMPGSA-N"	<http://www.wikidata.org/entity/Q27121450>	<http://www.wikidata.org/entity/Q909828>	"Shorea robusta"^^<http://www.w3.org/2001/XMLSchema#string>
"GCAXPYWXIWWHHT-GYUQRCGZSA-N"	<http://www.wikidata.org/entity/Q105006180>	<http://www.wikidata.org/entity/Q3280527>	"Eucalyptus robusta"^^<http://www.w3.org/2001/XMLSchema#string>
"GCAXPYWXIWWHHT-UVJWIIJLSA-N"	<http://www.wikidata.org/entity/Q105006183>	<http://www.wikidata.org/entity/Q3280527>	"Eucalyptus robusta"^^<http://www.w3.org/2001/XMLSchema#string>
"GDBYZGRXGDJMHH-JLHYYAGUSA-N"	<http://www.wikidata.org/entity/Q105006640>	<http://www.wikidata.org/entity/Q234126>	"Aegle marmelos"^^<http://www.w3.org/2001/XMLSchema#string>
"GDBYZGRXGDJMHH-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105006641>	<http://www.wikidata.org/entity/Q234126>	"Aegle marmelos"^^<http://www.w3.org/2001/XMLSchema#string>
"GDLRDIDXYBIPFY-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105006785>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GDLRDIDXYBIPFY-YWZLYKJASA-N"	<http://www.wikidata.org/entity/Q74410660>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GDVRUDXLQBVIKP-HQHREHCSSA-N"	<http://www.wikidata.org/entity/Q5572322>	<http://www.wikidata.org/entity/Q2137116>	"Eucalyptus viminalis"^^<http://www.w3.org/2001/XMLSchema#string>
"GDVRUDXLQBVIKP-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q104393260>	<http://www.wikidata.org/entity/Q2137116>	"Eucalyptus viminalis"^^<http://www.w3.org/2001/XMLSchema#string>
"GEUNSGFFCXHJOE-YDMLNEHTSA-N"	<http://www.wikidata.org/entity/Q105007340>	<http://www.wikidata.org/entity/Q15388741>	"Ceriops decandra"^^<http://www.w3.org/2001/XMLSchema#string>
"GFJIQNADMLPFOW-UMVBOHGHSA-N"	<http://www.wikidata.org/entity/Q104253646>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GFJIQNADMLPFOW-VNHYZAJKSA-N"	<http://www.wikidata.org/entity/Q27282855>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GFJIQNADMLPFOW-VNHYZAJKSA-N"	<http://www.wikidata.org/entity/Q27282855>	<http://www.wikidata.org/entity/Q161360>	"Chamaecyparis lawsoniana"^^<http://www.w3.org/2001/XMLSchema#string>
"GFJIQNADMLPFOW-YDHLFZDLSA-N"	<http://www.wikidata.org/entity/Q105007569>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GFRCOBMEGVLODY-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q110193494>	<http://www.wikidata.org/entity/Q33482>	"Platycladus orientalis"^^<http://www.w3.org/2001/XMLSchema#string>
"GGFHJVYVXSKMOX-HNGKQJQCSA-N"	<http://www.wikidata.org/entity/Q27139446>	<http://www.wikidata.org/entity/Q234126>	"Aegle marmelos"^^<http://www.w3.org/2001/XMLSchema#string>
"GGNSJMGNHUHCQF-ALSCNVKLSA-N"	<http://www.wikidata.org/entity/Q105008228>	<http://www.wikidata.org/entity/Q482510>	"Eucalyptus grandis"^^<http://www.w3.org/2001/XMLSchema#string>
"GGNSJMGNHUHCQF-DRZYCPRBSA-N"	<http://www.wikidata.org/entity/Q125027880>	<http://www.wikidata.org/entity/Q482510>	"Eucalyptus grandis"^^<http://www.w3.org/2001/XMLSchema#string>
"GGPPLWSUIOWFBI-QBCCGUPOSA-N"	<http://www.wikidata.org/entity/Q105008262>	<http://www.wikidata.org/entity/Q33482>	"Platycladus orientalis"^^<http://www.w3.org/2001/XMLSchema#string>
"GGPPLWSUIOWFBI-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105008265>	<http://www.wikidata.org/entity/Q33482>	"Platycladus orientalis"^^<http://www.w3.org/2001/XMLSchema#string>
"GHVLVGRUNWQKQX-XCUNVJOASA-N"	<http://www.wikidata.org/entity/Q105008747>	<http://www.wikidata.org/entity/Q15432960>	"Erythrophleum lasianthum"^^<http://www.w3.org/2001/XMLSchema#string>
"GIBQERSGRNPMEH-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q27160891>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GIBQERSGRNPMEH-VXGBXAGGSA-N"	<http://www.wikidata.org/entity/Q104253246>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GIXHVOWBYFQWRP-CFZQKRDFSA-N"	<http://www.wikidata.org/entity/Q105009259>	<http://www.wikidata.org/entity/Q15432960>	"Erythrophleum lasianthum"^^<http://www.w3.org/2001/XMLSchema#string>
"GIXHVOWBYFQWRP-RDAQPQQTSA-N"	<http://www.wikidata.org/entity/Q105009260>	<http://www.wikidata.org/entity/Q15432960>	"Erythrophleum lasianthum"^^<http://www.w3.org/2001/XMLSchema#string>
"GJWSUKYXUMVMGX-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q2182744>	<http://www.wikidata.org/entity/Q162822>	"Eucalyptus camaldulensis"^^<http://www.w3.org/2001/XMLSchema#string>
"GJYKUZUTZNTBEC-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q408209>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GLJXUJMLZHNKJU-CENDIDJXSA-N"	<http://www.wikidata.org/entity/Q105010992>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GLZPCOQZEFWAFX-JXMROGBWSA-N"	<http://www.wikidata.org/entity/Q410836>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GLZPCOQZEFWAFX-JXMROGBWSA-N"	<http://www.wikidata.org/entity/Q410836>	<http://www.wikidata.org/entity/Q161360>	"Chamaecyparis lawsoniana"^^<http://www.w3.org/2001/XMLSchema#string>
"GLZPCOQZEFWAFX-YFHOEESVSA-N"	<http://www.wikidata.org/entity/Q415359>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GLZPCOQZEFWAFX-YFHOEESVSA-N"	<http://www.wikidata.org/entity/Q415359>	<http://www.wikidata.org/entity/Q15612952>	"Cryptocarya agathophylla"^^<http://www.w3.org/2001/XMLSchema#string>
"GMESSRPWBYEAPG-ZWVMGRIOSA-N"	<http://www.wikidata.org/entity/Q104399748>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
"GMHWATCMBXIANN-GJFSMOKSSA-N"	<http://www.wikidata.org/entity/Q105011844>	<http://www.wikidata.org/entity/Q15432960>	"Erythrophleum lasianthum"^^<http://www.w3.org/2001/XMLSchema#string>
"GMHWATCMBXIANN-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105011848>	<http://www.wikidata.org/entity/Q15432960>	"Erythrophleum lasianthum"^^<http://www.w3.org/2001/XMLSchema#string>
"GMQXOLRKJQWPNB-JSTGBQKGSA-N"	<http://www.wikidata.org/entity/Q105012091>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
"GMQXOLRKJQWPNB-MVVLSVRYSA-N"	<http://www.wikidata.org/entity/Q27269447>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
"GMQXOLRKJQWPNB-OETWDZMNSA-N"	<http://www.wikidata.org/entity/Q104391252>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
"GMQXOLRKJQWPNB-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105012101>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
"GOEIYALPGAXEEK-VNZFLSIRSA-N"	<http://www.wikidata.org/entity/Q105013775>	<http://www.wikidata.org/entity/Q3266951>	"Handroanthus impetiginosus"^^<http://www.w3.org/2001/XMLSchema#string>
"GOEIYALPGAXEEK-XORKOADCSA-N"	<http://www.wikidata.org/entity/Q105013778>	<http://www.wikidata.org/entity/Q3266951>	"Handroanthus impetiginosus"^^<http://www.w3.org/2001/XMLSchema#string>
"GOJIPFWYRKXSJU-WZONZLPQSA-N"	<http://www.wikidata.org/entity/Q105014048>	<http://www.wikidata.org/entity/Q482510>	"Eucalyptus grandis"^^<http://www.w3.org/2001/XMLSchema#string>
"GOOJJMAKBXRBIG-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q105014316>	<http://www.wikidata.org/entity/Q234126>	"Aegle marmelos"^^<http://www.w3.org/2001/XMLSchema#string>
"GOXDFVCHTSHAGI-SBNICUSFSA-N"	<http://www.wikidata.org/entity/Q115970547>	<http://www.wikidata.org/entity/Q3274110>	"Nageia nagi"^^<http://www.w3.org/2001/XMLSchema#string>
"GOYZKWCPWBKPIG-GYRVQHOLSA-N"	<http://www.wikidata.org/entity/Q105014722>	<http://www.wikidata.org/entity/Q1247582>	"Swietenia mahagoni"^^<http://www.w3.org/2001/XMLSchema#string>
"GOYZKWCPWBKPIG-JRMYCMGUSA-N"	<http://www.wikidata.org/entity/Q105014724>	<http://www.wikidata.org/entity/Q1247582>	"Swietenia mahagoni"^^<http://www.w3.org/2001/XMLSchema#string>
"GOYZKWCPWBKPIG-KDSQYEHRSA-N"	<http://www.wikidata.org/entity/Q105014725>	<http://www.wikidata.org/entity/Q1247582>	"Swietenia mahagoni"^^<http://www.w3.org/2001/XMLSchema#string>
"GOYZKWCPWBKPIG-UHFFFAOYSA-N"	<http://www.wikidata.org/entity/Q104888649>	<http://www.wikidata.org/entity/Q1247582>	"Swietenia mahagoni"^^<http://www.w3.org/2001/XMLSchema#string>
"GPMDKNUJKCRHQS-LLVKDONJSA-N"	<http://www.wikidata.org/entity/Q105014990>	<http://www.wikidata.org/entity/Q234126>	"Aegle marmelos"^^<http://www.w3.org/2001/XMLSchema#string>
"GPZFXSWMDFBRGS-UXONFWTHSA-N"	<http://www.wikidata.org/entity/Q27271957>	<http://www.wikidata.org/entity/Q83170>	"Dalbergia melanoxylon"^^<http://www.w3.org/2001/XMLSchema#string>
"GQVMHMFBVWSSPF-SOYUKNQTSA-N"	<http://www.wikidata.org/entity/Q15628365>	<http://www.wikidata.org/entity/Q15612952>	"Cryptocarya agathophylla"^^<http://www.w3.org/2001/XMLSchema#string>
